Price,Close,High,Low,Open,Volume
Ticker,GSIW,GSIW,GSIW,GSIW,GSIW
Datetime,,,,,
2025-02-07 15:57:00+00:00,0.8597000241279602,0.8600000143051147,0.8432999849319458,0.8500000238418579,527862
2025-02-07 15:58:00+00:00,0.8695999979972839,0.8695999979972839,0.8446999788284302,0.8597000241279602,785494
2025-02-07 15:59:00+00:00,0.8999999761581421,0.9014000296592712,0.8684999942779541,0.8684999942779541,1552030
2025-02-07 16:00:00+00:00,0.8812999725341797,0.9067999720573425,0.8812000155448914,0.8968999981880188,1417244
2025-02-07 16:01:00+00:00,0.8871999979019165,0.9218999743461609,0.8754000067710876,0.8812999725341797,1657774
2025-02-07 16:02:00+00:00,0.8672999739646912,0.8974000215530396,0.8672999739646912,0.8881999850273132,741106
2025-02-07 16:03:00+00:00,0.8639000058174133,0.8840000033378601,0.8555999994277954,0.8684999942779541,848852
2025-02-07 16:04:00+00:00,0.8700000047683716,0.8783000111579895,0.8632000088691711,0.8632000088691711,450087
2025-02-07 16:05:00+00:00,0.8485999703407288,0.8680999875068665,0.8331000208854675,0.8680999875068665,948221
2025-02-07 16:06:00+00:00,0.8349999785423279,0.8600000143051147,0.8349999785423279,0.8496000170707703,593729
2025-02-07 16:07:00+00:00,0.8400999903678894,0.8549000024795532,0.828000009059906,0.835099995136261,1098762
2025-02-07 16:08:00+00:00,0.8553000092506409,0.8744000196456909,0.8100000023841858,0.8400999903678894,840130
2025-02-07 16:09:00+00:00,0.8787000179290771,0.8799999952316284,0.8540999889373779,0.855400025844574,540354
2025-02-07 16:10:00+00:00,0.9144999980926514,0.9179999828338623,0.8700000047683716,0.8791000247001648,1426810
2025-02-07 16:11:00+00:00,0.9146000146865845,0.9383999705314636,0.9000999927520752,0.9176999926567078,1334176
2025-02-07 16:12:00+00:00,0.91839998960495,0.9366000294685364,0.9100000262260437,0.9118000268936157,864268
2025-02-07 16:14:00+00:00,0.9459999799728394,0.9459999799728394,0.9362999796867371,0.9434999823570251,4067220
2025-02-07 16:15:00+00:00,0.961899995803833,0.9725000262260437,0.9272000193595886,0.9448999762535095,1637273
2025-02-07 16:16:00+00:00,0.9771999716758728,0.9771999716758728,0.9771999716758728,0.9771999716758728,0
